Article_ID,Coords_Ref,Coords_Impact
Y5VK7LXK,"2.386363636363636, 4.389022472949227
3.4886363636363633, 3.2072042911310454
3.647727272727272, 1.945840654767409
3.9999999999999996, 2.2185679274946817
4.556818181818182, 2.298113382040136
4.534090909090908, 1.9117497456765002
5.113636363636362, 2.3662952002219546
5.045454545454544, 3.0367497456765
5.511363636363636, 2.889022472949227
5.988636363636362, 2.2867497456765
6.71590909090909, 3.366295200221954
7.761363636363635, 2.559477018403773
8.374999999999998, 2.6958406547674088
","10.204545454545453, 3.7299315638583184
9.784090909090908, 3.616295200221954
8.886363636363635, 3.1617497456765
3.5909090909090904, 4.275386109312863
3.2613636363636362, 4.616295200221954
"
7TGLEVI8,"1.9017772916087359, 0.7827851381640365
1.9166581780845475, 0.7351663014414391
1.851182277590976, 0.7262377695559521
1.9226105326748724, 0.6548095144720557
1.9970149650539308, 0.7232615922607898","2.633916906218672, 0.6607618690623805
2.574393360315425, 0.5655241956171856
2.732130756959029, 0.6250477415204325
2.6726072110557824, 0.5595718410268611
2.6845119202364316, 0.491119763238127
"
DT4WYZRI,"10.406835921775624, 9.520966372509855
12.124220174876529, 7.854847320994052
11.098916143174495, 6.880808490877123
9.27900148690339, 2.702694561691343
5.613539573568625, 6.060565265515496
3.4604011069943574, 8.290601534467417
","9.714755700376752, 9.879822783605565
11.406507352685104, 8.495662340807822
11.2527117479298, 5.650443652834684
10.381203320983074, 2.4976337553509365
6.356884996552598, 5.932402261552744
3.742359715712416, 7.547256111483443
"
75VVFZ9Q,"2.497260814571609, 2.710076367262059
2.5675300582716765, 2.2668395993077906
2.189157207579008, 2.7316976730159253
1.118902572762604, 2.6992657143851253
0.9189054945393368, 2.1641383969769232
0.7945829864546029, 2.1641383969769232
1.2648463866012045, 1.6992803232687883
1.227009101531938, 1.6452270588841216
1.551328687839939, 1.7209016290226549
1.5297073820860723, 1.531715203676321
","2.7134738721102765, 2.18575970273079
2.5621247318332094, 2.1749490498538564
2.5729353847101426, 2.342514169446324
2.0918613316866077, 2.5695378798619246
1.7999737040094064, 2.7316976730159253
1.7297044603093397, 2.9262894248007263
1.724299133870873, 2.634401797123525
1.0756599612548705, 2.4398100453387244
1.848621641955607, 1.7317122818995883
1.4594381383860053, 1.7641442405303887
1.3243049774243383, 1.7046856497072551
1.2864676923550713, 1.7154963025841885
1.2107931222165378, 1.683064343953388
1.5080860763322055, 1.6236057531302546
1.5243020556476057, 1.5857684680609878
1.5459233614014722, 1.5479311829917213
1.4864647705783387, 1.5425258565532545
1.4540328119475385, 1.5479311829917213
1.4594381383860053, 1.510093897922454
1.4053848740013384, 1.5209045507993877
1.2702517130396713, 1.5533365094301879
"
2U6QQUBR,"17.31039816711545, 9.902416743435028
16.38900664519651, 7.922405175056025
","20.094176807806726, 9.706375994090573
19.408034185101126, 10.60816344107507
16.290986270524282, 11.568763112862904
"
3W6UHAU6,"14.95901631685064, 7.795054111207502
12.225763952784103, 5.3018847250657295
9.695658723884673, 4.637039555427923
","14.312639068591661, 6.7054467498566535
15.12522760926009, 7.444163605009771
10.877605692129661, 5.320352646444557
"
HJLWKNHI,"110,66420748937968; 204,74122459133562
129,33045935505817; 174,07523938343527
190,39576902992067; 173,0085964196822
195,99564458962425; 159,675559372769
205,0621097815252; 165,5420956734108","109,0642430437501; 200,74131347726166
132,26372750537905; 173,0085964196822
188,26248310241456; 173,0085964196822
193,8623586621181; 162,6088275230899
201,86218089026602; 163,14214900496643"
B7KF33RV,"2,368569251084572; 20,283229088917395
15,709898093928286; 2,2289308178951948
15,999926981816193; 2,615636001745737
16,410801239657392; 2,373945261839148
16,821675497498596; 1,6247039681287223","10,586054407908598; 15,473583364776273
10,561885333917939; 14,748511145056504
7,806610898982825; 13,588395593504876
8,531683118702592; 13,515888371532903
9,208417190441041; 13,443381149560922
9,546784226310265; 13,346704853598288"
2Y26RUEK,"3.999425576215895, 9.39424484843694
11.286514549829601, 7.309798467612556
11.320407986916177, 6.869183785487076
","7.829383966998912, 5.3948192722210475
8.15137161932138, 5.818487235803239
8.35473224184083, 5.9540609841495415
"
ZJZ98DJ9,"7,067961165048543; 14,40403373587225
6,601941747572815; 11,374907522280012
17,47572815533981; 27,957431794124677
18,99029126213592; 29,005975483445063","5,359223300970873; 9,355490046551859
5,825242718446602; 10,481703638784865
20,54368932038835; 29,122480337813993
23,378640776699026; 29,122480337813993"
F2LE85XT,"648,8444862681142; 558,1591225593235
645,7838990687364; 556,6288289596345
641,1930182696697; 553,5682417602567
635,0718438709138; 550,5076545608787
628,950669472158; 547,4470673615008
638,1324310702917; 510,72002096896597
635,0718438709138; 513,780608168344
642,7233118693586; 501,5382593708323
642,7233118693586; 495,41708497207657
794,2223782385644; 643,8555641419046
789,6314974394976; 648,4464449409714
806,464727036076; 633,1435089440819
809,525314235454; 631,6132153443929","654,9656606668701; 564,2802969580792
650,3747798678032; 559,6894161590124
641,1930182696697; 506,12914016989913
797,2829654379424; 639,2646833428378
800,3435526373203; 639,2646833428378
641,1930182696697; 504,5988465702102"
M5LSBT8T,"2.090900653342771, 1.8780999859818333
1.5369256161120097, 0.2076521814090756
","1.5056757422169413, 1.5315104755092541
1.306812908339232, 0.8269678640567988
"
DWENL9AL,"5.699831368430357, 3.3482515465196934
4.622940151722866, 4.302069481317756
4.7229371932742765, 4.694365567404056
2.7768409230814557, 4.086691237976257
2.423005237591852, 4.6097526860913245
2.215319074369693, 4.163612039169649
1.669181385896609, 4.555908125255949
1.5999526648225562, 5.155890374564408
2.6614597212913673, 1.9252167244419391
3.6845063771634825, 1.6252255997877099
4.030649982533746, 1.5713810389523355
6.507499780960973, 2.4328940123183274
","4.222951985517227, 3.8482367542767424
3.6768142970441433, 3.6405505910545837
3.838347979550267, 3.3944040272357285
3.6537380566861257, 3.2328703447296054
4.853702555303043, 3.5020931489064773
4.9998520775704876, 2.5482752141084153
5.184462000434628, 2.455970252676345
4.807550074587008, 2.2790524099315426
4.39217774814269, 2.5636593743470937
3.4614360537026454, 2.4713544129150233
3.376823172389914, 2.6251960153018072
3.3152865314352002, 2.871342579120662
"
8DHEDVJS,"4.575614006687675, 5.245497217090587
3.465603942102332, 4.330374415753052
3.558810894090414, 4.1100670746903125
3.236823241767948, 3.389831536600586
2.8894155116305504, 3.033950447191544
3.2622433195828795, 2.9068500581168863
2.9910958228902764, 2.3815017832749685
2.855522074543975, 2.203561238570448
2.8470487152723316, 2.025620693865927
2.4488008295050707, 2.0849342087674336
","4.228206276550277, 5.465804558153327
4.346833306353291, 5.542064791598122
4.363780024896579, 4.923509564768121
4.041792372574113, 4.940456283311408
3.7960649536964417, 4.660835427347162
4.109579246747264, 4.025333481973874
3.3808703493858934, 3.3559380995140105
3.008042541433564, 2.7628029504989415
3.008042541433564, 2.3815017832749685
3.058882697063427, 2.2713481127435986
3.1605630083231535, 2.1273010051256533
2.7792618410991805, 2.745856231955654
2.49116762586329, 2.6441759206959277
1.2879506092898643, 1.4494322633941452
"
2KSBYH49,"1.7525344883133325, 2.047013788157674
2.1104093988397787, 2.0996424514703866
2.4367071113785976, 2.378574367027764
2.8472106852177568, 2.499620292647003
1.2841393848301896, 2.3101571047212373
1.2841393848301896, 1.7049274766250415
4.3523904559613396, 1.9733336595198763
4.441859183592951, 1.8364991349068231
4.910254287076094, 2.2312141097521683
4.826048425775753, 2.0154365901700464
4.820785559444483, 1.868076332894451
4.820785559444483, 1.815447669581738
5.215500534289828, 1.4365212937302068
5.289180662927626, 1.4944128233741905
5.089191742339317, 1.047069185216133
5.031300212695333, 0.9365489922594363
5.278654930265083, 0.678668542027144
","0.8315328803408605, 2.32068283738378
1.857791814938758, 2.1154310504642004
1.5209683697373968, 2.0364880554951315
1.563071300387567, 1.910179263544621
1.4051853104494287, 1.9628079268573335
1.2630879195051046, 1.8312362685755519
0.9157387416412008, 1.2996867691171536
0.763115618034334, 1.147063645510287
0.5631266974460258, 1.1260121801852017
2.2367181907902896, 2.1522711147830993
2.520912972678938, 2.4259401640092055
2.5577530369978367, 2.289105639396152
2.605118833979278, 2.3522600353714074
3.036673873143522, 2.4417287630030193
3.226137061069288, 2.3522600353714074
4.247133129335914, 2.3943629660215775
4.183978733360659, 2.3101571047212373
4.126087203716675, 2.083853852476573
4.026092743422521, 2.089116718807844
4.773419762463041, 1.9207049962071634
4.899728554413552, 1.5891444173370735
4.662899569506344, 1.5733558183432597
4.083984273066505, 0.9576004575845211
4.783945495125583, 1.404944095742579
4.8470998911008385, 1.2996867691171536
5.104980341333131, 1.4259955610676645
5.373386524227966, 1.3260011007735102
5.510221048841019, 1.3628411650924088
5.462855251859578, 1.1418007791790157
5.499695316178476, 1.052332051547404
5.210237667958556, 0.5681483490704473
"
DE5UTULG,"5.217319522576793, 11.257297926097491
5.180961895241763, 11.202761485094948
4.762849180888919, 10.966436907417252
12.761527194595502, 9.257628422670848
15.39745517638517, 9.89388690103387
15.524706872057774, 9.96660215570393
","6.417121224632781, 3.167725844053336
6.417121224632781, 3.204083471388366
6.344405969962721, 3.2949775397259407
5.671789864264667, 2.3678580426826765
5.871756814607332, 2.3315004153476466
5.853578000939817, 2.4223944836852214
"
5FXSYSUN,"1.9286969872902409, 0.24973855803222597
1.8218298718994885, 0.343883397781222
1.7276850321504928, 0.35915012855132944
1.656440288556658, 0.4049503208616518
1.6030067308612819, 0.4507505131719741
1.5546620834226084, 0.4634727888137304
1.3689168590529677, 0.5601620836910776
","1.3740057693096703, 0.9520081734571687
1.3409278526411041, 0.9163858016602513
1.3205722116142942, 0.9011190708901439
1.3053054808441868, 0.860407788836524
"
TUMXJ6E8,"2.212456788375336, 3.2370953895434655
2.106208863509854, 4.3308240278646055
2.3937032484399823, 4.3308240278646055
2.5499501967715736, 4.274575126465233
2.231206422175127, 3.1308474646779834
2.3562039808404003, 3.118347708811456
1.5749692391824426, 1.512129079962695
1.8187144785797253, 1.3558821316311034
3.1436886004316213, 1.1933853053662486
3.187437745964467, 1.2121349391660392
3.8311751730906245, 1.4246307888970036
3.8186754172240964, 1.4996293240961678
3.812425539290833, 1.530878713762486
3.374934083962377, 2.343362845086762
3.3561844501625857, 2.3683623568198167
3.4686822529613317, 2.449610769952244
3.5311810322939685, 2.387111990619607
4.324915529818454, 2.505859671351617
4.581160525082264, 1.93087090149136
5.131149783209466, 1.9183711456248331
5.468643191605704, 1.4683799344298494
4.893654421745446, 1.480879690296377
4.862405032079128, 1.474629812363113
4.856155154145864, 1.4183809109637402
4.637409426481637, 1.4183809109637402
4.462412844350254, 1.5933774930951226
4.38741430915109, 1.7371246855601867
3.018691041766348, 0.24340385951017163
","2.637448487837265, 1.7246249296936598
2.6436983657705286, 1.4871295682296404
2.1374582531761717, 1.143386281900139
3.2874357928966855, 0.43715007544134543
5.237397708074948, 2.8308533238813274
5.112400149409674, 2.6808562534829994
4.656159060281428, 3.2495951454099927
4.443663210550462, 3.3308435585424205
3.981172243488952, 2.9558508825466006
3.774926271691251, 2.9246014928802824
2.7749458023690656, 3.2933442909428385
2.4062030043065095, 3.443341361341166
2.537450440905046, 2.9058518590804914
2.3749536146401913, 2.737105154882373
2.4999511733054645, 2.643356985883418
3.3936837177621677, 2.2183652864214887
3.3311849384295313, 2.580858206550781
3.2186871356307853, 2.5183594272181447
3.906173708289788, 2.5183594272181447
3.8936739524232613, 2.143366751222325
4.149918947687071, 1.7621241972932415
4.543661257482682, 1.287133474365203
4.606160036815318, 1.0683877467009752
3.9499228538226334, 1.0121388453016018
3.512431398494178, 1.0996371363672934
3.6499287130259783, 1.6308767606947046
3.4686822529613317, 1.7121251738271324
3.193687623897731, 1.5683779813620682
3.17493799009794, 1.9808699249574695
3.3061854266964765, 2.193365774688434
2.768695924435802, 1.8058733428260871
2.6811976333701106, 1.9183711456248331
2.2999550794410273, 1.6871256620940773
2.2187066663085995, 1.4183809109637402
1.9937110607111077, 1.512129079962695
1.6687174081813974, 1.4996293240961678
1.6562176523148702, 1.3433823757645764
1.0812288824546135, 1.7933735869595595
2.981191774166766, 1.1121368922338206
3.149938478364885, 0.8433921411034837
"
B5EWMEWE,"7.427254202554212, 1.1588648532662003
10.441212429677659, 2.558202601573516
10.64111782229299, 1.3280155700945568
6.443104577371045, 0.8513180953964605
","3.4291463502475965, 1.128110177479227
3.167731606058318, 1.5432983006033745
3.090844916590883, 1.6509396658577844
"
9HTZ7JHD,"2.455357142857143, 4.358298926507018
3.196428571428571, 3.8136560693641615
3.321428571428571, 3.80472749793559
3.1160714285714284, 3.3315132122213043
3.982142857142857, 2.6350846407927326
5.4375, 4.644013212221304
6.562499999999999, 1.6797274979355903
","5.830357142857142, 3.938656069364161
6.589285714285714, 1.9029417836498759
5.294642857142857, 3.6975846407927326
3.133928571428571, 3.61722749793559
2.9285714285714284, 3.6529417836498754
2.339285714285714, 4.349370355078447
2.258928571428571, 4.501156069364161
"
XTCU55MX,"2.4597991400563988, 2.053113699739837
1.7091562099922395, 2.2321131676782136
0.9527391035429714, 1.2966965932905687
1.3684798032708134, 0.9906652448797963
2.1479936152605172, 0.857859188022291
","2.384734847049983, 2.1685972274420156
1.5763501531347344, 2.1743714038271245
0.9469649271578624, 1.1869872419734997
1.4262215671219025, 0.8982784227180538
2.2634771429626954, 0.730827307549895
"
S6XJGVG8,"6.799306228636666, 4.220757684211295
6.885011769333767, 4.049346602817093
5.913682308099958, 4.2350419409941455
3.928170615283788, 4.292178968125546
3.299663316838382, 3.7779457239429415
2.871135613352878, 4.335031738474096
1.628405273244916, 3.4351235611545374
1.128456285845161, 2.6494894380977807
7.599224608476273, 3.67795592646299
7.9563310280475275, 3.292280993326036
7.427813527082073, 2.6352051813149293
8.24201616370453, 2.5066468702692783
7.456382040647773, 1.6353072065154208
9.427609476681091, 3.606534642548739
","7.899194000916127, 4.220757684211295
7.784919946653326, 3.635103156114439
7.713498662739074, 3.3779865340231368
8.084889339093179, 3.3494180204574366
7.9277625144818265, 3.1208699119318344
8.070605082310328, 3.1494384254975354
8.24201616370453, 3.2208597094117857
8.584838326492934, 3.749377210377241
8.570554069710084, 4.106483629948494
8.627691096841485, 4.220757684211295
4.442403859466393, 4.349315995256947
4.3709825755521425, 4.392168765605496
4.3281298052035915, 4.492158563085448
4.256708521289341, 4.635001130913949
"
WKQILLGV,"115,1936180018839; 186,9062546492296
123,03658773818236; 202,59219412182654
145,09494012152183; 202,59219412182654
138,7225272107793; 196,7099668196027
153,42809546633896; 191,31792512589752
173,03551980708517; 181,51421295552439
158,3299515515255; 179,55347052144975
151,95753864078299; 182,49458417256167
154,40846668337628; 185,92588343219228","230,87742161228644; 242,2972284118376
227,93630796117452; 256,0224254503599
232,3479784378424; 257,4929822759159
227,93630796117452; 260,4340959270279
236,26946330599162; 261,4144671440651
231,85779282932376; 261,4144671440651
232,83816404636104; 259,94391031850915
228,91667917821178; 264,35558079517705
235,28909208895433; 266,80650883777037
"
JRDE99ZZ,"3.6301369863013706, 5.264612286502747
4.589041095890411, 5.524886259105487
4.835616438356165, 3.8947492728041166
8.438356164383563, 4.113927354995898
9.602739726027398, 3.250913656365761
10.287671232876715, 3.3605026974616514
","7.068493150684933, 3.565982149516446
6.534246575342467, 3.7714616015712408
6.027397260273974, 2.9495437933520616
6.027397260273974, 2.470091738557542
5.41095890410959, 2.8399547522561717
5.027397260273974, 2.5522835193794586
"
G5AH3MLD,"-38.7277317262432,-12.656882910503
-38.7331228169661,-12.6619282488896
-38.7834029896269,-12.8636595437914
-38.7878038800129,-12.8551857827849
-38.8064526530239,-13.0524747163052
-38.8091481983854,-13.0529034346701
-38.9430727939464,-13.1289623547265
-38.9353712357708,-13.1301409624956","-38.9816906070841,-13.0931728466113
-38.852854541032,-13.0379782390327
-38.7540545518648,-12.8691029798048
-38.7272091205098,-12.6763927879699"
HWJH5EXR,"1.3215067556346336, 2.2605801817577764
1.248985043435172, 2.2525222137356136
1.4665501800335565, 2.3250439259350753
1.4826661160778813, 2.453971414289674
1.3859704998119327, 2.4297975102231866
1.3456806597011206, 2.5506670305556227
1.289274883545984, 2.526493126489135
1.3456806597011206, 2.74405826308752
1.4504342439892317, 2.7682321671540073
1.571303764321668, 2.816579975286982
0.40289840110812, 3.0180291758410416
0.4995940173740687, 3.042203079907529
0.44318824121893197, 3.187246504306452
0.6043476016621799, 3.1388986961734777
0.564057761551368, 3.2517102484837515
0.6849272818838039, 3.195304472328614
0.7735649301275903, 3.187246504306452
0.7655069621054279, 3.509565225192948
0.6929852499059663, 3.606260841458897
0.6929852499059663, 3.7593622338799824
0.6043476016621799, 3.5417970972815978
0.44318824121893197, 3.58208693739241
0.37872449704163275, 3.5337391292594353
0.282028880775684, 3.54985506530376
","2.497970086870344, 5.49988332666706
2.3448686944492585, 5.515999262711386
2.2320571421389848, 5.467651454578411
2.062839813673574, 5.49988332666706
1.9097384212524886, 5.572405038866522
1.9822601334519503, 5.419303646445437
1.877506549163839, 5.443477550511924
1.8452746770751893, 5.346781934245975
1.8372167090530271, 5.209796477869214
1.7727529648757279, 5.113100861603266
1.8936224852081638, 4.613506844229197
1.7727529648757279, 4.597390908184872
1.8049848369643775, 4.3798257715864874
1.716347188720591, 4.2831301553205385
1.5390718922330184, 4.766608236650282
1.3456806597011206, 4.8310719808275815
1.152289427169223, 5.685216591176796
0.9911300667259751, 5.644926751065984
0.8944344504600263, 5.572405038866522
0.8863764824378639, 5.443477550511924
4.552751932521756, 4.669912620384334
4.407708508122832, 4.597390908184872
4.327128827901208, 4.508753259941085
4.19820133954661, 4.452347483785949
4.053157915147687, 4.444289515763786
3.8517087145936273, 4.476521387852436
3.746955130305516, 4.55710106807406
3.5696798338179425, 4.476521387852436
3.650259514039567, 4.2831301553205385
3.6663754500838914, 4.138086730921615
3.6422015460174046, 3.9930433065226913
3.5696798338179425, 3.880231754212419
3.5696798338179425, 3.75130426585782
3.4165784413968576, 3.5579130333259226
3.247361112931447, 3.469275385082136
3.2151292408427974, 3.3484058647497
3.0459119123773872, 3.340347896727538
2.9895061362222504, 3.283942120572401
2.844462711823327, 3.3484058647497
2.481854150826019, 3.9849853385005294
2.2884629182941216, 4.001101274544855
3.078143784466037, 2.4862032863783234
2.9895061362222504, 2.57484093462211
2.925042392044951, 2.6070728067107596
2.8686366158898142, 2.8971596555086054
2.8686366158898142, 2.9696813677080676
"
WH36STVW,"4.333333333333331, 7.883877448518331
1.9393939393939383, 6.611150175791059
0.9393939393939389, 6.095998660639544
4.5757575757575735, 5.126301690942575
5.333333333333331, 4.73236229700318
3.969696969696968, 4.065695630336513
3.545454545454544, 4.6414532060940905
15.424242424242417, 6.186907751548634
17.242424242424235, 5.8232713879122695
17.72727272727272, 5.126301690942575
","14.787878787878782, 14.732362297003176
17.303030303030294, 9.550544115184998
16.151515151515145, 9.126301690942572
11.181818181818176, 8.94448350912439
11.424242424242419, 5.035392600033482
8.121212121212118, 4.8535744182153
6.393939393939392, 8.065695630336513
7.606060606060602, 8.94448350912439
7.424242424242421, 9.702059266700148
7.2424242424242395, 12.095998660639541
"
BH43WZYL,"1.4573360542966127, 3.878496058463027
1.9685481780551104, 3.886126090160915
1.9990683048466624, 3.878496058463027
1.5794165614628213, 3.6801152343179386
1.6633469101395895, 3.3749139664024175
1.7320171954205816, 3.2757235543298733
1.5717865297649332, 2.085438609459341
2.0677385901276546, 1.7039370245649401
2.2203392240854156, 1.7268271196586042
2.350049762949512, 1.681046929471276
2.8536318550101214, 1.2308750592958821
3.265653566696075, 0.6509926502563922
3.3419538836749547, 0.6509926502563922
","1.518376307879717, 4.298147801846869
1.7014970686290296, 3.870866026765139
1.1521347863810918, 3.6190749807348346
1.4802261493902769, 3.626705012432722
0.9995341524233312, 3.191793205653105
0.9384938988402272, 3.0086724449037927
1.6404568150459256, 2.352489718885422
1.4191858958071726, 2.054918482667789
1.9075079244720063, 1.5437063589092914
2.052478526731879, 1.6047466124923957
2.2127091923875275, 1.6123766441902838
2.9299321719890017, 0.6357325868606162
2.9528222670826656, 0.5823223649754005
3.174093186321419, 0.6586226819542802
"
3UIRH36T,"30.321651999342254, 27.950794774857474
29.935037128676683, 27.45371851257317
30.597805478389084, 25.35495207181724
31.702419394576417, 24.029415372392446
31.923342177813883, 23.698031197536245
32.75180261495438, 21.157419190305387
33.966877922760446, 19.94234388249932
34.85056905571031, 18.395884399837055
34.85056905571031, 17.622654658505922
34.961030447329044, 16.51804074231859
35.45810670961334, 14.584966388990761
","29.71411434543922, 31.540790002466302
29.32749947477365, 30.712329565325803
29.603652953820482, 29.828638432375936
30.763497565817183, 28.668793820379236
30.37688269515162, 25.631105550864074
30.432113390960982, 24.029415372392446
32.25472635267008, 23.421877718489412
32.19949565686071, 23.090493543633215
33.46980166047614, 20.991727102877284
33.525032356285514, 20.660342928021084
34.24303140180728, 19.721421099261853
34.74010766409158, 18.672037878883888
34.90579975151967, 15.634349609368725
35.84472158027891, 14.25358221413456
35.51333740542271, 13.64604456023153
35.84472158027891, 12.872814818900396
36.61795132161004, 10.718817682335102
37.17025827970371, 4.367287664257946
37.72256523779737, 1.9371370486458175
37.17025827970371, 1.3848300905521456
"
63SW6XQ8,"6.9789478826302185, 7.233360946115128
7.669173497395845, 6.773210536271376
","11.708271539357657, -3.503481950239055
11.606015892725713, -4.6538579748484326
11.01804592459203, -5.650850529509891
"
UWTP5TH7,"30.391,112.939
30.519,112.337
36.748,118.116
36.817,118.112
36.832,118.194
31.506,107.671
31.51,107.715
31.219,107.463","30.442,112.722
30.442,112.725
30.449,112.746
37.263,118.262
37.258,118.269
37.251,118.279
31.529,107.77
31.53,107.77
31.53,107.77"
B5JNEDYK,"3.9555871644772354, 13.35608832512714
1.3475077153713657, 14.203714146086547
1.4996456832358749, 13.682098256265375
2.3907394950137135, 12.008580609755773
3.607843237929786, 12.682334467441457
3.6295772333390013, 12.269388554666362
6.5854006089923205, 12.291122550075578
6.150720700808008, 11.878176637300479
","4.085991136932528, 13.877704214948315
4.085991136932528, 14.268916132314194
4.498937049707624, 14.073310173631254
4.846680976255073, 14.29065012772341
2.8254194031980253, 14.225448141495765
2.977557371062534, 13.899438210357529
2.4124734904229292, 13.573428279219295
2.26033552255842, 13.051812389398123
"
EMNDFIAX,"12.313578026782304, 23.113296048517462
6.353092431209421, 18.830312387027966
10.81453374526098, 17.5097257580687
12.599110270881605, 15.903606885010138
15.989805669560791, 12.191687711719243
14.66921904060153, 5.981361402559471
12.24219496575748, 3.411571205665774
7.673679060168683, 5.053381609236747
","12.135120374220243, 15.689457701935668
10.885916806285806, 17.15281045294458
6.817082327870784, 18.687546264978316
11.81389659960853, 22.9348383959554
15.632890364436665, 12.01323005915718
8.20905201785487, 4.9463070176995085
14.419378327014641, 5.660137627947758
12.456344148831956, 3.126038961566472
"
28XDYCAJ,"4.844444444444445, 7.3665171227755355
10.28888888888889, 6.188739344997757
14.577777777777778, 6.766517122775535
14.066666666666668, 5.055406011664425
10.777777777777779, 2.522072678331089
10.2, 2.1887393449977557
7.888888888888889, 3.7665171227755354
8.733333333333334, 4.544294900553312
","11.355555555555556, 8.12207267833109
7.688888888888889, 4.699850456108869
7.6, 5.8554060116644235
8.866666666666667, 8.41096156721998
6.6000000000000005, 6.966517122775535
6.022222222222223, 6.455406011664424
6.0888888888888895, 8.188739344997757
7.133333333333334, 10.188739344997757
7.2444444444444445, 10.52207267833109
"
F5RG7IL6,"2.255929815143862, 4.966560938913077
3.365603399890302, 7.356627121443872
","4.365529047683798, 5.576271699762771
3.9875083759569887, 5.783573358451665
"
Q4F76KLY,"3.9609185735657557, 6.414736219046352
4.964639084033372, 6.263638507793163
5.461102992436709, 5.454186483222505
5.493481073419535, 4.655527152312789
","3.5939669890937234, 5.098027592411415
4.252321302411192, 4.310160955162641
4.004089348209524, 4.007965532656262
3.6587231510593763, 4.05113630730003
"
FZQZXQEY,"0.7213114754098361, 2.2927668392507967
0.6352459016393442, 2.341947167119649
0.5860655737704918, 2.259979954004895
0.48770491803278687, 2.2148979867917804
0.5204918032786885, 2.1821111015458787
0.2336065573770492, 2.038668478595059
0.14344262295081966, 2.0837504458081737
0.07377049180327869, 2.0714553638409607
2.3155737704918034, 1.0181766753163703
2.3524590163934427, 1.063258642529485
","1.8237704918032787, 0.9894881507262066
1.848360655737705, 1.0304717572835833
1.7950819672131146, 1.0796520851524358
1.5450819672131149, 1.2148979867917802
1.6926229508196722, 1.341947167119649
2.016393442622951, 1.731291429414731
2.0737704918032787, 1.759979954004895
2.0778688524590163, 1.8624389703983375
2.221311475409836, 1.8091602818737473
2.2459016393442623, 1.7804717572835833"
FFUZPTLW,"1.4190404684459903, 1.2074918976438187
1.2730094582703404, 1.0741592361790946
0.7015837662786665, 1.490030156461924
0.14920559735338154, 1.369395843708126
0.9777728507413088, 1.515426853883776
0.9777728507413088, 1.6455849281707688
1.2603111095594144, 1.7598700665691034
1.2539619352039513, 1.6074898820379904
2.0031645091485903, 1.7154258460808622
2.092052950125073, 1.4868555692841923
2.3015757038553537, 1.2995549257980326
2.4063370807204936, 1.2678090540207174
2.603161485739848, 1.4360621744404882
2.7333195600268407, 1.2678090540207174
2.425384603786883, 1.1313018053782622
2.546018916540681, 0.9408265747143707
2.657129467761284, 0.8963823542261293
2.5968123113843853, 0.7979701517164522
2.717446624138183, 0.6709866646071913
2.673002403649942, 0.5789236364529773
2.7809383676928134, 0.23606822125797255
2.298401116677622, 2.1916139227405904
1.6349123965317338, 1.702727497369936
","2.107925886013731, 1.3154278616866903
1.8920539579279874, 1.3916179539522469
1.5047543222447415, 1.204317310466087
1.7904671682405786, 1.2011427232883556
1.7460229477523372, 1.0995559336009468
2.2539568961893806, 1.197968136110624
2.4095116678982254, 0.9122552901147869
2.549193503718412, 0.5725744620975141
2.679351578005405, 0.21384611101385212
1.2571365223816828, 0.5916219851639033
1.2063431275379786, 0.4741622595878369
0.8412656020988535, 0.5757490492752455
0.9523761533194567, 0.7567005184059424
1.1904701916493208, 0.7979701517164522
1.1777718429383948, 0.9154298772925186
1.2317398249598306, 0.9789216208471491
"
CMTEMMTU,"17,640845070422536; 67,43935837245697
36,76056338028169; 82,65062597809077","17,21830985915493; 67,01682316118936
37,394366197183096; 83,07316118935837"
9CH5PFKB,"12.747925169632557, 2.1298755830524176
12.123387048930097, 1.8727128274690512
10.76409819798945, 1.0277494876951354
9.515021956584532, -0.07437660766214688
10.506935442406085, -1.837778360233796
11.86622429334673, -0.4050144362693303
12.63771256009683, 0.366473830480766
","14.511326922204209, 10.138658542648663
14.731752141275665, 9.330432739386655
14.84196475081139, 8.118094034493646
14.217426630108932, 7.677243596350734
13.960263874525566, 6.538379964481544
"
DAMWGVYC,"6.096421768669134, 7.4340500272005965
1.8816116569966463, 5.358901171198581
3.2578761832570504, 2.2623059871126716
8.010289625500008, 0.6710001286240787
","5.204000239922153, 5.713719369375091
4.0965373789469846, 5.55243837020395
3.9137522465530243, 5.251380505084486
3.98901671283289, 4.28369451005764
"
